-2609,5027
9160,3497
-6531,4988
-2286,8673
825,-9065
6154,-6630
-5068,-2424
-2271,-2029
42,9942
-9301,-4605
4114,-1490
-1366,-4657
-9548,7625
-4530,5753
-2160,3437
6998,-3036
4478,-7783
-110,9880
-2854,3779
-5800,-5004
9402,-611
6281,-2223
6095,-3395
-4726,5232
2074,2572
-5771,5998
-2276,713
-5395,8881
-3607,3816
3044,-4156
-482,1961
832,7388
-6064,-810
-1108,-7286
7685,-2151
-9175,6262
5742,5703
-4007,-5275
2228,-9143
-753,3846
2350,237
-6322,5268
-792,-9000
9239,-6236
7611,1009
3486,3329
-9266,8356
5478,-2560
8556,8893
-6160,-3095
7713,-7441
7546,-5776
1747,-2034
-9745,2021
-5280,9880
-3348,-4465
-5432,9197
3493,9280
-1718,5564
-1820,-7064
-50,-4873
-4897,-3324
4362,-2505
5527,7385
-9775,8552
-3831,3335
7017,-7659
6133,-210
2690,9453
-6480,-8759
-9256,-2783
9044,7730
-5644,-2049
-1240,-8463
-5138,6197
9157,-7009
712,-9096
6955,2586
7456,870
-139,-5749
2438,-7131
1796,-3833
3711,3316
-1482,-7773
-6936,-6297
-3410,-1172
2044,-3062
-7809,-7268
-3917,-2628
-7680,-3589
8735,3990
2523,-5973
9394,-6823
-7378,6112
-4614,-6453
2334,-8180
-408,9269
-1197,7874
5421,2877
-5981,1039
9433,-3467
8473,-8841
-393,328
947,-6226
8712,4222
-3498,83
-1450,-6550
-4484,8447
346,-2232
-3228,533
693,2405
6840,9516
1368,-5231
9236,2774
8135,-5683
-2689,3205
-6648,1280
-3022,2201
5517,1364
4420,-935
2230,8848
7400,1164
7044,-7750
3270,-3859
3753,355
-2472,-2347
-3896,3486
-9655,-2973
-308,8956
-210,-5163
1092,8172
-4362,4395
-3089,3296
-3270,7270
6471,3314
-7070,8982
3347,7706
8303,1845
5005,-4324
-7528,-883
1499,3095
9021,-2221
6788,9657
-2899,-134
934,9950
-7491,6561
-8427,-417
7973,4057
3209,-6996
-5748,-6253
5520,6000
-331,-9561
-2575,-1455
4305,-1602
5182,-1500
2022,-5984
6484,-9328
3337,7996
9151,7858
7606,-2747
-3805,6863
-3664,6521
805,-3631
7409,-6237
9732,-5754
8635,2000
-8577,8724
3597,5499
-6575,8582
-9646,-1757
-4648,8702
4684,-7567
-2072,8492
-9923,-9100
6245,9977
4905,5351
-4603,6999
7551,8656
-337,3148
-366,-8944
1136,541
-1334,936
-135,-9979
-7407,7759
-2926,7838
4571,-9431
7504,-637
-8099,-2507
-7821,-6098
-1407,2312
-3708,6508
-2482,9755
-660,-6716
-3398,-5576
-8827,4941
-4165,277
-1052,9298
7106,4810
36,-6253
2568,-2094
5898,-7683
3825,8407
-4595,4336
7847,6034
5097,58
6476,-4239
-5445,7321
4764,4628
-6977,-1090
-8404,-3420
3419,8169
6586,2133
2002,-5707
1620,8205
2256,-2909
7456,8432
1334,-9313
6414,-6026
-7318,-890
4349,5003
-4563,568
-674,1114
8464,-9926
-4278,1627
-5466,-7522
1786,-8875
-7849,-4013
4487,7729
-4269,-8308
-3596,-8888
-7284,9641
-6222,-1994
2602,8044
4427,-6133
-9093,789
1945,3913
4561,-3407
-8858,-7150
-1158,-4529
3668,1928
8571,9993
3670,-223
5305,6330
6280,-4654
-3801,8684
8243,-9010
-7295,3237
2286,-4205
-3210,-8680
8512,-9580
-4353,-8146
720,3744
533,7872
-3436,5558
-5155,1636
-1113,-9741
-1977,4476
-7460,-7278
-4030,4000
2700,6271
-8237,-920
7668,-7778
2546,954
1207,-8676
4306,5347
6060,-2478
-3041,3247
-3719,6717
-727,9926
9243,7432
-234,-9278
-9499,4563
-203,7984
2966,-1771
696,-436
9825,2789
-1381,-7759
8656,6566
-5814,-1503
-8802,9578
-3335,-4760
-8749,-503
5575,-8635
3299,4776
-1806,-4177
3449,-3956
4756,5268
-3496,-8960
-1421,-6896
2425,4562
7988,-7022
627,-5259
5521,-6730
8902,-5282
4590,-285
2531,-9225
8727,9665
767,-5474
9470,1003
8987,-1568
-5316,8190
-9966,-5127
6114,3780
8033,3351
5736,7616
-2014,-8919
6072,-3364
-8410,-6314
4612,6509
3976,2304
-7538,-1419
-9815,8479
3292,2673
-2684,5091
-5499,-8022
